cum_return,ann_return,ann_vol,sharpe,max_dd,recover_weeks,worst_week,worst_month,pos_week_pct,skew,excess_kurt,n_weeks,sub_start,sub_end,sub_n_weeks,sub_ann_return,sub_ann_vol,sub_sharpe,sub_max_dd,mkt_sub_ann_return,corr_market
3.6487089511631785,0.2589361259562708,0.15266991614012648,1.584570701823821,-0.1478402426253086,2,-0.06567374817313183,-0.11405928289572102,0.515850144092219,2.992336186124523,22.087231675840492,347,2021-11-01 00:00:00,2022-12-26 00:00:00,61,0.141,0.125,1.118,-0.1023,-0.7727,0.082
