Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
680	:	1778566521.755	    20.361	0	9111	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_3_0.99_0.05_50.csv --html momentum-research-backtest-results-20260512-134132/metrics_3_0.99_0.05_50.html --days_holding 3 --top_percentile 0.99 --bottom_percentile 0.05 --days_momentum 50
681	:	1778566521.937	    21.249	0	9700	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_3_0.99_0.05_60.csv --html momentum-research-backtest-results-20260512-134132/metrics_3_0.99_0.05_60.html --days_holding 3 --top_percentile 0.99 --bottom_percentile 0.05 --days_momentum 60
682	:	1778566523.135	    20.316	0	10141	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_3_0.99_0.05_80.csv --html momentum-research-backtest-results-20260512-134132/metrics_3_0.99_0.05_80.html --days_holding 3 --top_percentile 0.99 --bottom_percentile 0.05 --days_momentum 80
683	:	1778566523.908	    21.585	0	10139	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_3_0.99_0.05_100.csv --html momentum-research-backtest-results-20260512-134132/metrics_3_0.99_0.05_100.html --days_holding 3 --top_percentile 0.99 --bottom_percentile 0.05 --days_momentum 100
684	:	1778566525.323	    20.880	0	9719	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_3_0.99_0.05_120.csv --html momentum-research-backtest-results-20260512-134132/metrics_3_0.99_0.05_120.html --days_holding 3 --top_percentile 0.99 --bottom_percentile 0.05 --days_momentum 120
685	:	1778566530.043	    21.828	0	9219	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_3_0.99_0.05_150.csv --html momentum-research-backtest-results-20260512-134132/metrics_3_0.99_0.05_150.html --days_holding 3 --top_percentile 0.99 --bottom_percentile 0.05 --days_momentum 150
686	:	1778566530.674	    21.520	0	9132	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_3_0.99_0.05_220.csv --html momentum-research-backtest-results-20260512-134132/metrics_3_0.99_0.05_220.html --days_holding 3 --top_percentile 0.99 --bottom_percentile 0.05 --days_momentum 220
687	:	1778566538.507	    22.258	0	9889	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_3_0.99_None_3.csv --html momentum-research-backtest-results-20260512-134132/metrics_3_0.99_None_3.html --days_holding 3 --top_percentile 0.99 --bottom_percentile None --days_momentum 3
688	:	1778566542.124	    22.856	0	10590	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_3_0.99_None_5.csv --html momentum-research-backtest-results-20260512-134132/metrics_3_0.99_None_5.html --days_holding 3 --top_percentile 0.99 --bottom_percentile None --days_momentum 5
690	:	1778566543.455	    24.101	0	11609	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_3_0.99_None_14.csv --html momentum-research-backtest-results-20260512-134132/metrics_3_0.99_None_14.html --days_holding 3 --top_percentile 0.99 --bottom_percentile None --days_momentum 14
689	:	1778566543.194	    24.408	0	11594	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_3_0.99_None_7.csv --html momentum-research-backtest-results-20260512-134132/metrics_3_0.99_None_7.html --days_holding 3 --top_percentile 0.99 --bottom_percentile None --days_momentum 7
691	:	1778566545.503	    24.611	0	11760	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_3_0.99_None_21.csv --html momentum-research-backtest-results-20260512-134132/metrics_3_0.99_None_21.html --days_holding 3 --top_percentile 0.99 --bottom_percentile None --days_momentum 21
692	:	1778566546.224	    24.115	0	11517	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_3_0.99_None_30.csv --html momentum-research-backtest-results-20260512-134132/metrics_3_0.99_None_30.html --days_holding 3 --top_percentile 0.99 --bottom_percentile None --days_momentum 30
693	:	1778566551.887	    22.750	0	10496	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_3_0.99_None_40.csv --html momentum-research-backtest-results-20260512-134132/metrics_3_0.99_None_40.html --days_holding 3 --top_percentile 0.99 --bottom_percentile None --days_momentum 40
694	:	1778566552.208	    22.923	0	10426	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_3_0.99_None_50.csv --html momentum-research-backtest-results-20260512-134132/metrics_3_0.99_None_50.html --days_holding 3 --top_percentile 0.99 --bottom_percentile None --days_momentum 50
695	:	1778566560.774	    21.338	0	10039	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_3_0.99_None_60.csv --html momentum-research-backtest-results-20260512-134132/metrics_3_0.99_None_60.html --days_holding 3 --top_percentile 0.99 --bottom_percentile None --days_momentum 60
696	:	1778566564.990	    20.976	0	9693	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_3_0.99_None_80.csv --html momentum-research-backtest-results-20260512-134132/metrics_3_0.99_None_80.html --days_holding 3 --top_percentile 0.99 --bottom_percentile None --days_momentum 80
697	:	1778566567.567	    20.478	0	10781	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_3_0.99_None_100.csv --html momentum-research-backtest-results-20260512-134132/metrics_3_0.99_None_100.html --days_holding 3 --top_percentile 0.99 --bottom_percentile None --days_momentum 100
698	:	1778566567.610	    21.832	0	10696	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_3_0.99_None_120.csv --html momentum-research-backtest-results-20260512-134132/metrics_3_0.99_None_120.html --days_holding 3 --top_percentile 0.99 --bottom_percentile None --days_momentum 120
700	:	1778566570.357	    21.236	0	10855	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_3_0.99_None_220.csv --html momentum-research-backtest-results-20260512-134132/metrics_3_0.99_None_220.html --days_holding 3 --top_percentile 0.99 --bottom_percentile None --days_momentum 220
699	:	1778566570.122	    21.506	0	11017	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_3_0.99_None_150.csv --html momentum-research-backtest-results-20260512-134132/metrics_3_0.99_None_150.html --days_holding 3 --top_percentile 0.99 --bottom_percentile None --days_momentum 150
701	:	1778566574.648	    26.115	0	83671	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.5_3.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.5_3.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.5 --days_momentum 3
702	:	1778566575.139	    26.261	0	83479	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.5_5.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.5_5.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.5 --days_momentum 5
703	:	1778566582.120	    27.969	0	84477	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.5_7.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.5_7.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.5 --days_momentum 7
704	:	1778566585.977	    26.767	0	84327	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.5_14.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.5_14.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.5 --days_momentum 14
705	:	1778566588.051	    26.009	0	84069	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.5_21.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.5_21.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.5 --days_momentum 21
706	:	1778566589.464	    25.969	0	84641	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.5_30.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.5_30.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.5 --days_momentum 30
707	:	1778566591.606	    26.011	0	84192	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.5_40.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.5_40.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.5 --days_momentum 40
708	:	1778566591.643	    25.988	0	84170	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.5_50.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.5_50.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.5 --days_momentum 50
709	:	1778566600.775	    24.734	0	82765	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.5_60.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.5_60.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.5 --days_momentum 60
710	:	1778566601.413	    24.993	0	82598	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.5_80.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.5_80.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.5 --days_momentum 80
711	:	1778566610.104	    26.351	0	83580	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.5_100.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.5_100.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.5 --days_momentum 100
712	:	1778566612.751	    25.546	0	84346	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.5_120.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.5_120.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.5 --days_momentum 120
713	:	1778566614.068	    25.286	0	83778	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.5_150.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.5_150.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.5 --days_momentum 150
714	:	1778566615.446	    25.086	0	83328	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.5_220.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.5_220.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.5 --days_momentum 220
716	:	1778566617.641	    24.871	0	13221	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.25_5.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.25_5.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.25 --days_momentum 5
715	:	1778566617.626	    25.344	0	13377	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.25_3.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.25_3.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.25 --days_momentum 3
717	:	1778566625.518	    25.184	0	13240	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.25_7.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.25_7.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.25 --days_momentum 7
718	:	1778566626.419	    25.084	0	13091	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.25_14.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.25_14.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.25 --days_momentum 14
719	:	1778566636.472	    24.563	0	13130	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.25_21.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.25_21.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.25 --days_momentum 21
720	:	1778566638.304	    23.905	0	13029	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.25_30.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.25_30.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.25 --days_momentum 30
721	:	1778566639.360	    23.874	0	13060	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.25_40.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.25_40.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.25 --days_momentum 40
722	:	1778566640.537	    23.552	0	13044	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.25_50.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.25_50.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.25 --days_momentum 50
723	:	1778566642.518	    23.785	0	12976	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.25_60.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.25_60.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.25 --days_momentum 60
724	:	1778566642.982	    24.314	0	13043	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.25_80.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.25_80.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.25 --days_momentum 80
725	:	1778566650.708	    24.736	0	13091	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.25_100.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.25_100.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.25 --days_momentum 100
726	:	1778566651.513	    24.706	0	13016	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.25_120.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.25_120.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.25 --days_momentum 120
727	:	1778566661.044	    23.014	0	13358	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.25_150.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.25_150.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.25 --days_momentum 150
728	:	1778566662.219	    24.342	0	13099	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.25_220.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.25_220.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.25 --days_momentum 220
729	:	1778566663.240	    23.861	0	12762	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.1_3.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.1_3.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.1 --days_momentum 3
730	:	1778566664.098	    23.840	0	13051	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.1_5.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.1_5.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.1 --days_momentum 5
731	:	1778566666.315	    23.473	0	12590	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.1_7.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.1_7.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.1 --days_momentum 7
732	:	1778566667.308	    23.894	0	12610	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.1_14.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.1_14.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.1 --days_momentum 14
733	:	1778566675.454	    25.197	0	12799	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.1_21.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.1_21.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.1 --days_momentum 21
734	:	1778566676.235	    25.078	0	12584	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.1_30.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.1_30.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.1 --days_momentum 30
735	:	1778566684.065	    25.793	0	13649	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.1_40.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.1_40.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.1 --days_momentum 40
736	:	1778566686.571	    25.255	0	13662	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.1_50.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.1_50.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.1 --days_momentum 50
737	:	1778566687.110	    25.585	0	13770	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.1_60.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.1_60.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.1 --days_momentum 60
738	:	1778566687.946	    25.791	0	13837	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.1_80.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.1_80.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.1 --days_momentum 80
739	:	1778566689.806	    25.387	0	13601	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.1_100.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.1_100.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.1 --days_momentum 100
740	:	1778566691.215	    25.874	0	13548	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.1_120.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.1_120.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.1 --days_momentum 120
741	:	1778566700.666	    25.924	0	13785	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.1_150.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.1_150.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.1 --days_momentum 150
742	:	1778566701.325	    25.721	0	13116	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.1_220.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.1_220.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.1 --days_momentum 220
743	:	1778566709.871	    27.575	0	14249	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.05_3.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.05_3.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.05 --days_momentum 3
744	:	1778566711.842	    26.888	0	14129	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.05_5.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.05_5.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.05 --days_momentum 5
745	:	1778566712.706	    26.837	0	14038	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.05_7.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.05_7.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.05 --days_momentum 7
746	:	1778566713.745	    26.700	0	13914	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.05_14.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.05_14.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.05 --days_momentum 14
747	:	1778566715.200	    26.214	0	13799	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.05_21.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.05_21.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.05 --days_momentum 21
748	:	1778566717.100	    25.965	0	13488	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.05_30.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.05_30.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.05 --days_momentum 30
750	:	1778566727.058	    27.306	0	13766	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.05_50.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.05_50.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.05 --days_momentum 50
749	:	1778566726.601	    27.764	0	13767	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.05_40.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.05_40.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.05 --days_momentum 40
751	:	1778566737.454	    25.324	0	13278	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.05_60.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.05_60.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.05 --days_momentum 60
752	:	1778566738.739	    25.827	0	13177	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.05_80.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.05_80.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.05 --days_momentum 80
753	:	1778566739.564	    25.907	0	13285	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.05_100.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.05_100.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.05 --days_momentum 100
754	:	1778566740.453	    25.646	0	13130	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.05_120.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.05_120.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.05 --days_momentum 120
755	:	1778566741.428	    24.893	0	13057	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.05_150.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.05_150.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.05 --days_momentum 150
756	:	1778566743.072	    24.734	0	12836	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.05_220.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_0.05_220.html --days_holding 7 --top_percentile 0.5 --bottom_percentile 0.05 --days_momentum 220
758	:	1778566754.655	    19.914	0	9192	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_None_5.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_None_5.html --days_holding 7 --top_percentile 0.5 --bottom_percentile None --days_momentum 5
757	:	1778566754.374	    20.210	0	9264	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_None_3.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_None_3.html --days_holding 7 --top_percentile 0.5 --bottom_percentile None --days_momentum 3
759	:	1778566762.784	    22.029	0	9693	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_None_7.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_None_7.html --days_holding 7 --top_percentile 0.5 --bottom_percentile None --days_momentum 7
760	:	1778566764.574	    23.957	0	10625	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_None_14.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_None_14.html --days_holding 7 --top_percentile 0.5 --bottom_percentile None --days_momentum 14
761	:	1778566765.479	    26.097	0	11944	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_7_0.5_None_21.csv --html momentum-research-backtest-results-20260512-134132/metrics_7_0.5_None_21.html --days_holding 7 --top_percentile 0.5 --bottom_percentile None --days_momentum 21
