Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
1302	:	1778568505.758	    23.052	0	12346	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.95_0.1_220.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.95_0.1_220.html --days_holding 14 --top_percentile 0.95 --bottom_percentile 0.1 --days_momentum 220
1303	:	1778568506.903	    23.209	0	11959	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.95_0.05_3.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.95_0.05_3.html --days_holding 14 --top_percentile 0.95 --bottom_percentile 0.05 --days_momentum 3
1304	:	1778568509.526	    21.570	0	11036	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.95_0.05_5.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.95_0.05_5.html --days_holding 14 --top_percentile 0.95 --bottom_percentile 0.05 --days_momentum 5
1305	:	1778568519.489	    22.563	0	10934	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.95_0.05_7.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.95_0.05_7.html --days_holding 14 --top_percentile 0.95 --bottom_percentile 0.05 --days_momentum 7
1306	:	1778568519.540	    22.694	0	11012	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.95_0.05_14.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.95_0.05_14.html --days_holding 14 --top_percentile 0.95 --bottom_percentile 0.05 --days_momentum 14
1307	:	1778568526.838	    25.319	0	12294	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.95_0.05_21.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.95_0.05_21.html --days_holding 14 --top_percentile 0.95 --bottom_percentile 0.05 --days_momentum 21
1308	:	1778568527.067	    25.105	0	12287	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.95_0.05_30.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.95_0.05_30.html --days_holding 14 --top_percentile 0.95 --bottom_percentile 0.05 --days_momentum 30
1309	:	1778568528.135	    27.762	0	12741	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.95_0.05_40.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.95_0.05_40.html --days_holding 14 --top_percentile 0.95 --bottom_percentile 0.05 --days_momentum 40
1310	:	1778568528.823	    28.009	0	12827	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.95_0.05_50.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.95_0.05_50.html --days_holding 14 --top_percentile 0.95 --bottom_percentile 0.05 --days_momentum 50
1311	:	1778568530.139	    27.742	0	13034	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.95_0.05_60.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.95_0.05_60.html --days_holding 14 --top_percentile 0.95 --bottom_percentile 0.05 --days_momentum 60
1312	:	1778568531.112	    27.986	0	13179	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.95_0.05_80.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.95_0.05_80.html --days_holding 14 --top_percentile 0.95 --bottom_percentile 0.05 --days_momentum 80
1313	:	1778568542.065	    31.144	0	12475	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.95_0.05_100.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.95_0.05_100.html --days_holding 14 --top_percentile 0.95 --bottom_percentile 0.05 --days_momentum 100
1314	:	1778568542.247	    31.092	0	12654	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.95_0.05_120.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.95_0.05_120.html --days_holding 14 --top_percentile 0.95 --bottom_percentile 0.05 --days_momentum 120
1316	:	1778568552.185	    32.363	0	15455	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.95_0.05_220.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.95_0.05_220.html --days_holding 14 --top_percentile 0.95 --bottom_percentile 0.05 --days_momentum 220
1318	:	1778568556.843	    29.249	0	13134	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.95_None_5.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.95_None_5.html --days_holding 14 --top_percentile 0.95 --bottom_percentile None --days_momentum 5
1315	:	1778568552.172	    33.922	0	15381	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.95_0.05_150.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.95_0.05_150.html --days_holding 14 --top_percentile 0.95 --bottom_percentile 0.05 --days_momentum 150
1317	:	1778568555.909	    30.292	0	13288	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.95_None_3.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.95_None_3.html --days_holding 14 --top_percentile 0.95 --bottom_percentile None --days_momentum 3
1319	:	1778568557.887	    29.380	0	13039	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.95_None_7.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.95_None_7.html --days_holding 14 --top_percentile 0.95 --bottom_percentile None --days_momentum 7
1320	:	1778568559.106	    29.114	0	12773	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.95_None_14.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.95_None_14.html --days_holding 14 --top_percentile 0.95 --bottom_percentile None --days_momentum 14
1321	:	1778568573.227	    26.109	0	9935	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.95_None_21.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.95_None_21.html --days_holding 14 --top_percentile 0.95 --bottom_percentile None --days_momentum 21
1322	:	1778568573.353	    26.054	0	9936	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.95_None_30.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.95_None_30.html --days_holding 14 --top_percentile 0.95 --bottom_percentile None --days_momentum 30
1323	:	1778568584.556	    25.036	0	11083	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.95_None_40.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.95_None_40.html --days_holding 14 --top_percentile 0.95 --bottom_percentile None --days_momentum 40
1325	:	1778568586.201	    26.212	0	11666	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.95_None_60.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.95_None_60.html --days_holding 14 --top_percentile 0.95 --bottom_percentile None --days_momentum 60
1326	:	1778568586.212	    26.212	0	11482	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.95_None_80.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.95_None_80.html --days_holding 14 --top_percentile 0.95 --bottom_percentile None --days_momentum 80
1324	:	1778568586.119	    26.498	0	11573	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.95_None_50.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.95_None_50.html --days_holding 14 --top_percentile 0.95 --bottom_percentile None --days_momentum 50
1327	:	1778568587.273	    27.003	0	12219	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.95_None_100.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.95_None_100.html --days_holding 14 --top_percentile 0.95 --bottom_percentile None --days_momentum 100
1328	:	1778568588.236	    26.703	0	12069	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.95_None_120.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.95_None_120.html --days_holding 14 --top_percentile 0.95 --bottom_percentile None --days_momentum 120
1329	:	1778568599.356	    23.453	0	9528	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.95_None_150.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.95_None_150.html --days_holding 14 --top_percentile 0.95 --bottom_percentile None --days_momentum 150
1330	:	1778568599.420	    23.484	0	9471	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.95_None_220.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.95_None_220.html --days_holding 14 --top_percentile 0.95 --bottom_percentile None --days_momentum 220
1331	:	1778568609.601	    27.830	0	12652	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.5_3.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.5_3.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.5 --days_momentum 3
1333	:	1778568612.438	    29.465	0	14163	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.5_7.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.5_7.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.5 --days_momentum 7
1334	:	1778568612.627	    29.527	0	14250	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.5_14.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.5_14.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.5 --days_momentum 14
1332	:	1778568612.423	    29.732	0	14264	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.5_5.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.5_5.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.5 --days_momentum 5
1335	:	1778568614.294	    29.314	0	14736	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.5_21.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.5_21.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.5 --days_momentum 21
1336	:	1778568614.949	    29.861	0	14713	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.5_30.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.5_30.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.5 --days_momentum 30
1337	:	1778568622.822	    28.302	0	13608	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.5_40.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.5_40.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.5 --days_momentum 40
1338	:	1778568622.917	    28.359	0	13546	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.5_50.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.5_50.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.5 --days_momentum 50
1339	:	1778568637.446	    27.810	0	12717	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.5_60.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.5_60.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.5 --days_momentum 60
1340	:	1778568641.911	    28.740	0	14395	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.5_80.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.5_80.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.5 --days_momentum 80
1341	:	1778568642.164	    30.680	0	14895	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.5_100.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.5_100.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.5 --days_momentum 100
1342	:	1778568642.284	    30.687	0	14735	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.5_120.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.5_120.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.5 --days_momentum 120
1343	:	1778568643.617	    31.145	0	15226	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.5_150.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.5_150.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.5 --days_momentum 150
1344	:	1778568644.831	    30.720	0	15287	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.5_220.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.5_220.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.5 --days_momentum 220
1345	:	1778568651.137	    29.013	0	14331	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.25_3.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.25_3.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.25 --days_momentum 3
1346	:	1778568651.292	    28.881	0	14179	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.25_5.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.25_5.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.25 --days_momentum 5
1347	:	1778568665.273	    26.421	0	11818	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.25_7.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.25_7.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.25 --days_momentum 7
1348	:	1778568670.658	    26.746	0	12926	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.25_14.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.25_14.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.25 --days_momentum 14
1349	:	1778568672.856	    28.753	0	13916	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.25_21.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.25_21.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.25 --days_momentum 21
1350	:	1778568672.982	    28.978	0	13939	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.25_30.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.25_30.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.25 --days_momentum 30
1351	:	1778568674.771	    28.356	0	13987	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.25_40.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.25_40.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.25 --days_momentum 40
1352	:	1778568675.556	    28.045	0	13987	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.25_50.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.25_50.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.25 --days_momentum 50
1354	:	1778568680.180	    28.869	0	13890	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.25_80.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.25_80.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.25 --days_momentum 80
1353	:	1778568680.158	    28.893	0	13882	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.25_60.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.25_60.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.25 --days_momentum 60
1355	:	1778568691.700	    27.655	0	12294	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.25_100.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.25_100.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.25 --days_momentum 100
1356	:	1778568697.418	    27.709	0	12631	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.25_120.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.25_120.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.25 --days_momentum 120
1358	:	1778568701.974	    27.536	0	14426	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.25_220.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.25_220.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.25 --days_momentum 220
1357	:	1778568701.625	    29.621	0	14339	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.25_150.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.25_150.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.25 --days_momentum 150
1359	:	1778568703.146	    29.521	0	14154	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.1_3.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.1_3.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.1 --days_momentum 3
1360	:	1778568703.609	    29.193	0	14200	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.1_5.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.1_5.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.1 --days_momentum 5
1361	:	1778568709.061	    29.979	0	14017	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.1_7.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.1_7.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.1 --days_momentum 7
1362	:	1778568709.229	    29.863	0	14001	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.1_14.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.1_14.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.1 --days_momentum 14
1363	:	1778568719.371	    27.243	0	11907	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.1_21.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.1_21.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.1 --days_momentum 21
1364	:	1778568725.138	    26.328	0	11641	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.1_30.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.1_30.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.1 --days_momentum 30
1365	:	1778568729.520	    29.279	0	13549	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.1_40.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.1_40.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.1 --days_momentum 40
1366	:	1778568731.258	    27.800	0	13538	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.1_50.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.1_50.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.1 --days_momentum 50
1368	:	1778568732.823	    27.317	0	13813	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.1_80.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.1_80.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.1 --days_momentum 80
1367	:	1778568732.683	    29.129	0	13471	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.1_60.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.1_60.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.1 --days_momentum 60
1370	:	1778568739.100	    29.166	0	14195	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.1_120.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.1_120.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.1 --days_momentum 120
1369	:	1778568739.055	    29.523	0	14465	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.1_100.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.1_100.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.1 --days_momentum 100
1371	:	1778568746.633	    27.861	0	12969	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.1_150.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.1_150.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.1 --days_momentum 150
1372	:	1778568751.473	    27.523	0	12891	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.1_220.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.1_220.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.1 --days_momentum 220
1373	:	1778568758.813	    24.440	0	10873	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.05_3.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.05_3.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.05 --days_momentum 3
1374	:	1778568759.066	    25.016	0	11341	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.05_5.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.05_5.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.05 --days_momentum 5
1375	:	1778568760.149	    24.515	0	11274	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.05_7.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.05_7.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.05 --days_momentum 7
1376	:	1778568761.831	    24.276	0	10725	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.05_14.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.05_14.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.05 --days_momentum 14
1377	:	1778568768.277	    23.792	0	9781	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.05_21.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.05_21.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.05 --days_momentum 21
1378	:	1778568768.600	    23.729	0	9813	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.05_30.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.05_30.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.05 --days_momentum 30
1379	:	1778568774.510	    22.291	0	9289	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.05_40.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.05_40.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.05 --days_momentum 40
1380	:	1778568779.007	    22.025	0	9164	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.05_50.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.05_50.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.05 --days_momentum 50
1381	:	1778568783.271	    24.019	0	10159	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.05_60.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.05_60.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.05 --days_momentum 60
1382	:	1778568784.094	    24.302	0	10249	0	0	uv run vertex-ai-main.py momentum-research-backtest.ipynb --csv momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.05_80.csv --html momentum-research-backtest-results-20260512-134132/metrics_14_0.99_0.05_80.html --days_holding 14 --top_percentile 0.99 --bottom_percentile 0.05 --days_momentum 80
