name,data,notebook,ts,parameters
sharpe,1.2561295805342882,momentum-research-backtest.ipynb,2026-05-12T14:19:50.866667,"{""days_holding"": ""7"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
ann_return,0.42390864984167537,momentum-research-backtest.ipynb,2026-05-12T14:19:50.866667,"{""days_holding"": ""7"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
ir,0.19673561595785855,momentum-research-backtest.ipynb,2026-05-12T14:19:50.866667,"{""days_holding"": ""7"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
mae_std,0.1122960703471256,momentum-research-backtest.ipynb,2026-05-12T14:19:50.866667,"{""days_holding"": ""7"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
ann_std,0.34730975462670866,momentum-research-backtest.ipynb,2026-05-12T14:19:50.866667,"{""days_holding"": ""7"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
maxdd,-0.35402498682800254,momentum-research-backtest.ipynb,2026-05-12T14:19:50.866667,"{""days_holding"": ""7"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
sortino,2.1806134217453597,momentum-research-backtest.ipynb,2026-05-12T14:19:50.866667,"{""days_holding"": ""7"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
mae,-0.09509314478404009,momentum-research-backtest.ipynb,2026-05-12T14:19:50.866667,"{""days_holding"": ""7"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
mfe,0.3527004834797849,momentum-research-backtest.ipynb,2026-05-12T14:19:50.866667,"{""days_holding"": ""7"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
win_rate,0.6033785733180101,momentum-research-backtest.ipynb,2026-05-12T14:19:50.866667,"{""days_holding"": ""7"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
fees,0.15814210996446745,momentum-research-backtest.ipynb,2026-05-12T14:19:50.866667,"{""days_holding"": ""7"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
mfe_std,1.125373882487785,momentum-research-backtest.ipynb,2026-05-12T14:19:50.866667,"{""days_holding"": ""7"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
cagr,0.8155790308494583,momentum-research-backtest.ipynb,2026-05-12T14:19:50.866667,"{""days_holding"": ""7"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
