name,data,notebook,ts,parameters
mfe,0.5192252275940759,momentum-research-backtest.ipynb,2026-05-12T14:13:21.317556,"{""days_holding"": ""3"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""220""}"
fees,16.803618459263088,momentum-research-backtest.ipynb,2026-05-12T14:13:21.317556,"{""days_holding"": ""3"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""220""}"
mae,-0.1282488171182214,momentum-research-backtest.ipynb,2026-05-12T14:13:21.317556,"{""days_holding"": ""3"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""220""}"
win_rate,0.6588736698769183,momentum-research-backtest.ipynb,2026-05-12T14:13:21.317556,"{""days_holding"": ""3"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""220""}"
sortino,5.641696824565112,momentum-research-backtest.ipynb,2026-05-12T14:13:21.317556,"{""days_holding"": ""3"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""220""}"
ann_std,0.7980513687590001,momentum-research-backtest.ipynb,2026-05-12T14:13:21.317556,"{""days_holding"": ""3"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""220""}"
mae_std,0.15762525474798078,momentum-research-backtest.ipynb,2026-05-12T14:13:21.317556,"{""days_holding"": ""3"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""220""}"
ir,2.0593008351775373,momentum-research-backtest.ipynb,2026-05-12T14:13:21.317556,"{""days_holding"": ""3"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""220""}"
mfe_std,1.436859339481562,momentum-research-backtest.ipynb,2026-05-12T14:13:21.317556,"{""days_holding"": ""3"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""220""}"
cagr,34.68851039424185,momentum-research-backtest.ipynb,2026-05-12T14:13:21.317556,"{""days_holding"": ""3"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""220""}"
maxdd,-0.5168708902125992,momentum-research-backtest.ipynb,2026-05-12T14:13:21.317556,"{""days_holding"": ""3"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""220""}"
ann_return,2.1418187640209156,momentum-research-backtest.ipynb,2026-05-12T14:13:21.317556,"{""days_holding"": ""3"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""220""}"
sharpe,2.566828550986587,momentum-research-backtest.ipynb,2026-05-12T14:13:21.317556,"{""days_holding"": ""3"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""220""}"
