name,data,notebook,ts,parameters
sharpe,-1.380226644892383,momentum-research-backtest.ipynb,2026-05-12T14:03:36.037087,"{""days_holding"": ""3"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""0.5"", ""days_momentum"": ""14""}"
sortino,-2.0661826553686273,momentum-research-backtest.ipynb,2026-05-12T14:03:36.037087,"{""days_holding"": ""3"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""0.5"", ""days_momentum"": ""14""}"
maxdd,-0.3505567132306735,momentum-research-backtest.ipynb,2026-05-12T14:03:36.037087,"{""days_holding"": ""3"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""0.5"", ""days_momentum"": ""14""}"
mfe,0.1526356034984902,momentum-research-backtest.ipynb,2026-05-12T14:03:36.037087,"{""days_holding"": ""3"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""0.5"", ""days_momentum"": ""14""}"
ir,-1.2486847448081504,momentum-research-backtest.ipynb,2026-05-12T14:03:36.037087,"{""days_holding"": ""3"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""0.5"", ""days_momentum"": ""14""}"
cagr,-0.30954336309456587,momentum-research-backtest.ipynb,2026-05-12T14:03:36.037087,"{""days_holding"": ""3"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""0.5"", ""days_momentum"": ""14""}"
ann_std,0.1964596039859248,momentum-research-backtest.ipynb,2026-05-12T14:03:36.037087,"{""days_holding"": ""3"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""0.5"", ""days_momentum"": ""14""}"
fees,0.0840011843729361,momentum-research-backtest.ipynb,2026-05-12T14:03:36.037087,"{""days_holding"": ""3"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""0.5"", ""days_momentum"": ""14""}"
win_rate,0.6313968602030149,momentum-research-backtest.ipynb,2026-05-12T14:03:36.037087,"{""days_holding"": ""3"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""0.5"", ""days_momentum"": ""14""}"
mae,-0.13284898362692704,momentum-research-backtest.ipynb,2026-05-12T14:03:36.037087,"{""days_holding"": ""3"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""0.5"", ""days_momentum"": ""14""}"
mae_std,0.30268384276070975,momentum-research-backtest.ipynb,2026-05-12T14:03:36.037087,"{""days_holding"": ""3"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""0.5"", ""days_momentum"": ""14""}"
mfe_std,0.3756970546278915,momentum-research-backtest.ipynb,2026-05-12T14:03:36.037087,"{""days_holding"": ""3"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""0.5"", ""days_momentum"": ""14""}"
ann_return,-0.24217138556506101,momentum-research-backtest.ipynb,2026-05-12T14:03:36.037087,"{""days_holding"": ""3"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""0.5"", ""days_momentum"": ""14""}"
