name,data,notebook,ts,parameters
mfe,0.10047164336963857,momentum-research-backtest.ipynb,2026-05-12T15:13:21.178313,"{""days_holding"": ""20"", ""top_percentile"": ""0.99"", ""bottom_percentile"": ""0.25"", ""days_momentum"": ""80""}"
sortino,-2.7819164536486496,momentum-research-backtest.ipynb,2026-05-12T15:13:21.178313,"{""days_holding"": ""20"", ""top_percentile"": ""0.99"", ""bottom_percentile"": ""0.25"", ""days_momentum"": ""80""}"
maxdd,-0.6403843263651503,momentum-research-backtest.ipynb,2026-05-12T15:13:21.178313,"{""days_holding"": ""20"", ""top_percentile"": ""0.99"", ""bottom_percentile"": ""0.25"", ""days_momentum"": ""80""}"
fees,0.061972869997899756,momentum-research-backtest.ipynb,2026-05-12T15:13:21.178313,"{""days_holding"": ""20"", ""top_percentile"": ""0.99"", ""bottom_percentile"": ""0.25"", ""days_momentum"": ""80""}"
win_rate,0.5486145680537586,momentum-research-backtest.ipynb,2026-05-12T15:13:21.178313,"{""days_holding"": ""20"", ""top_percentile"": ""0.99"", ""bottom_percentile"": ""0.25"", ""days_momentum"": ""80""}"
ann_std,0.41866053073559145,momentum-research-backtest.ipynb,2026-05-12T15:13:21.178313,"{""days_holding"": ""20"", ""top_percentile"": ""0.99"", ""bottom_percentile"": ""0.25"", ""days_momentum"": ""80""}"
mae,-0.11685539295679886,momentum-research-backtest.ipynb,2026-05-12T15:13:21.178313,"{""days_holding"": ""20"", ""top_percentile"": ""0.99"", ""bottom_percentile"": ""0.25"", ""days_momentum"": ""80""}"
mae_std,0.3291397847928965,momentum-research-backtest.ipynb,2026-05-12T15:13:21.178313,"{""days_holding"": ""20"", ""top_percentile"": ""0.99"", ""bottom_percentile"": ""0.25"", ""days_momentum"": ""80""}"
cagr,-0.6968568548896447,momentum-research-backtest.ipynb,2026-05-12T15:13:21.178313,"{""days_holding"": ""20"", ""top_percentile"": ""0.99"", ""bottom_percentile"": ""0.25"", ""days_momentum"": ""80""}"
sharpe,-1.8766335360516584,momentum-research-backtest.ipynb,2026-05-12T15:13:21.178313,"{""days_holding"": ""20"", ""top_percentile"": ""0.99"", ""bottom_percentile"": ""0.25"", ""days_momentum"": ""80""}"
ir,-1.7115466996044422,momentum-research-backtest.ipynb,2026-05-12T15:13:21.178313,"{""days_holding"": ""20"", ""top_percentile"": ""0.99"", ""bottom_percentile"": ""0.25"", ""days_momentum"": ""80""}"
mfe_std,0.25178888947958933,momentum-research-backtest.ipynb,2026-05-12T15:13:21.178313,"{""days_holding"": ""20"", ""top_percentile"": ""0.99"", ""bottom_percentile"": ""0.25"", ""days_momentum"": ""80""}"
ann_return,-0.7478080518133209,momentum-research-backtest.ipynb,2026-05-12T15:13:21.178313,"{""days_holding"": ""20"", ""top_percentile"": ""0.99"", ""bottom_percentile"": ""0.25"", ""days_momentum"": ""80""}"
