name,data,notebook,ts,parameters
ann_std,0.33838888679765455,momentum-research-backtest.ipynb,2026-05-12T14:47:31.708724,"{""days_holding"": ""14"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""0.25"", ""days_momentum"": ""14""}"
sortino,-2.4229415449778218,momentum-research-backtest.ipynb,2026-05-12T14:47:31.708724,"{""days_holding"": ""14"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""0.25"", ""days_momentum"": ""14""}"
ir,-1.5414789527749981,momentum-research-backtest.ipynb,2026-05-12T14:47:31.708724,"{""days_holding"": ""14"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""0.25"", ""days_momentum"": ""14""}"
mfe_std,0.40738481706996654,momentum-research-backtest.ipynb,2026-05-12T14:47:31.708724,"{""days_holding"": ""14"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""0.25"", ""days_momentum"": ""14""}"
mae_std,0.30156221514039433,momentum-research-backtest.ipynb,2026-05-12T14:47:31.708724,"{""days_holding"": ""14"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""0.25"", ""days_momentum"": ""14""}"
cagr,-0.569302001145082,momentum-research-backtest.ipynb,2026-05-12T14:47:31.708724,"{""days_holding"": ""14"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""0.25"", ""days_momentum"": ""14""}"
mfe,0.13737243476347474,momentum-research-backtest.ipynb,2026-05-12T14:47:31.708724,"{""days_holding"": ""14"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""0.25"", ""days_momentum"": ""14""}"
mae,-0.11396923223332611,momentum-research-backtest.ipynb,2026-05-12T14:47:31.708724,"{""days_holding"": ""14"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""0.25"", ""days_momentum"": ""14""}"
fees,0.084823370053694,momentum-research-backtest.ipynb,2026-05-12T14:47:31.708724,"{""days_holding"": ""14"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""0.25"", ""days_momentum"": ""14""}"
maxdd,-0.538949408322987,momentum-research-backtest.ipynb,2026-05-12T14:47:31.708724,"{""days_holding"": ""14"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""0.25"", ""days_momentum"": ""14""}"
sharpe,-1.62788221469121,momentum-research-backtest.ipynb,2026-05-12T14:47:31.708724,"{""days_holding"": ""14"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""0.25"", ""days_momentum"": ""14""}"
win_rate,0.5696555880380147,momentum-research-backtest.ipynb,2026-05-12T14:47:31.708724,"{""days_holding"": ""14"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""0.25"", ""days_momentum"": ""14""}"
ann_return,-0.5317958124985401,momentum-research-backtest.ipynb,2026-05-12T14:47:31.708724,"{""days_holding"": ""14"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""0.25"", ""days_momentum"": ""14""}"
