name,data,notebook,ts,parameters
win_rate,0.5790764053482237,momentum-research-backtest.ipynb,2026-05-12T14:38:44.191390,"{""days_holding"": ""14"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
fees,0.10146480676337571,momentum-research-backtest.ipynb,2026-05-12T14:38:44.191390,"{""days_holding"": ""14"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
mfe_std,1.5713305971634735,momentum-research-backtest.ipynb,2026-05-12T14:38:44.191390,"{""days_holding"": ""14"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
maxdd,-0.3407884903736267,momentum-research-backtest.ipynb,2026-05-12T14:38:44.191390,"{""days_holding"": ""14"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
cagr,0.7534968761699403,momentum-research-backtest.ipynb,2026-05-12T14:38:44.191390,"{""days_holding"": ""14"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
ir,0.15305545431457424,momentum-research-backtest.ipynb,2026-05-12T14:38:44.191390,"{""days_holding"": ""14"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
ann_return,0.3962063431565686,momentum-research-backtest.ipynb,2026-05-12T14:38:44.191390,"{""days_holding"": ""14"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
sortino,2.1287140351096725,momentum-research-backtest.ipynb,2026-05-12T14:38:44.191390,"{""days_holding"": ""14"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
ann_std,0.3409496973103151,momentum-research-backtest.ipynb,2026-05-12T14:38:44.191390,"{""days_holding"": ""14"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
mae,-0.10881396358689327,momentum-research-backtest.ipynb,2026-05-12T14:38:44.191390,"{""days_holding"": ""14"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
mae_std,0.11815412022496279,momentum-research-backtest.ipynb,2026-05-12T14:38:44.191390,"{""days_holding"": ""14"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
sharpe,1.199311769685658,momentum-research-backtest.ipynb,2026-05-12T14:38:44.191390,"{""days_holding"": ""14"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
mfe,0.46401835715562867,momentum-research-backtest.ipynb,2026-05-12T14:38:44.191390,"{""days_holding"": ""14"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
