name,data,notebook,ts,parameters
maxdd,-0.36670705009753024,momentum-research-backtest.ipynb,2026-05-12T14:42:51.496361,"{""days_holding"": ""14"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""None"", ""days_momentum"": ""50""}"
cagr,1.2014555179132023,momentum-research-backtest.ipynb,2026-05-12T14:42:51.496361,"{""days_holding"": ""14"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""None"", ""days_momentum"": ""50""}"
ir,0.5081482688839074,momentum-research-backtest.ipynb,2026-05-12T14:42:51.496361,"{""days_holding"": ""14"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""None"", ""days_momentum"": ""50""}"
mae,-0.10617923029660807,momentum-research-backtest.ipynb,2026-05-12T14:42:51.496361,"{""days_holding"": ""14"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""None"", ""days_momentum"": ""50""}"
sortino,2.6112128985851104,momentum-research-backtest.ipynb,2026-05-12T14:42:51.496361,"{""days_holding"": ""14"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""None"", ""days_momentum"": ""50""}"
ann_return,0.5703323025319951,momentum-research-backtest.ipynb,2026-05-12T14:42:51.496361,"{""days_holding"": ""14"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""None"", ""days_momentum"": ""50""}"
mfe_std,1.8426299270797282,momentum-research-backtest.ipynb,2026-05-12T14:42:51.496361,"{""days_holding"": ""14"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""None"", ""days_momentum"": ""50""}"
ann_std,0.40135528391152203,momentum-research-backtest.ipynb,2026-05-12T14:42:51.496361,"{""days_holding"": ""14"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""None"", ""days_momentum"": ""50""}"
mfe,0.5114753975765236,momentum-research-backtest.ipynb,2026-05-12T14:42:51.496361,"{""days_holding"": ""14"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""None"", ""days_momentum"": ""50""}"
mae_std,0.12274829888758407,momentum-research-backtest.ipynb,2026-05-12T14:42:51.496361,"{""days_holding"": ""14"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""None"", ""days_momentum"": ""50""}"
win_rate,0.5870799281741108,momentum-research-backtest.ipynb,2026-05-12T14:42:51.496361,"{""days_holding"": ""14"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""None"", ""days_momentum"": ""50""}"
fees,0.20308997992032954,momentum-research-backtest.ipynb,2026-05-12T14:42:51.496361,"{""days_holding"": ""14"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""None"", ""days_momentum"": ""50""}"
sharpe,1.444306234226348,momentum-research-backtest.ipynb,2026-05-12T14:42:51.496361,"{""days_holding"": ""14"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""None"", ""days_momentum"": ""50""}"
