name,data,notebook,ts,parameters
mae_std,0.1563415954471854,momentum-research-backtest.ipynb,2026-05-12T14:31:38.350007,"{""days_holding"": ""7"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""150""}"
sharpe,2.1846054101239876,momentum-research-backtest.ipynb,2026-05-12T14:31:38.350007,"{""days_holding"": ""7"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""150""}"
win_rate,0.6445925296460722,momentum-research-backtest.ipynb,2026-05-12T14:31:38.350007,"{""days_holding"": ""7"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""150""}"
ann_std,0.8657144657889123,momentum-research-backtest.ipynb,2026-05-12T14:31:38.350007,"{""days_holding"": ""7"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""150""}"
maxdd,-0.47353883682928943,momentum-research-backtest.ipynb,2026-05-12T14:31:38.350007,"{""days_holding"": ""7"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""150""}"
mfe_std,2.0119936987583698,momentum-research-backtest.ipynb,2026-05-12T14:31:38.350007,"{""days_holding"": ""7"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""150""}"
ann_return,1.88987306858728,momentum-research-backtest.ipynb,2026-05-12T14:31:38.350007,"{""days_holding"": ""7"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""150""}"
mae,-0.14683404137587008,momentum-research-backtest.ipynb,2026-05-12T14:31:38.350007,"{""days_holding"": ""7"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""150""}"
mfe,0.7180086266955171,momentum-research-backtest.ipynb,2026-05-12T14:31:38.350007,"{""days_holding"": ""7"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""150""}"
cagr,9.146346494879346,momentum-research-backtest.ipynb,2026-05-12T14:31:38.350007,"{""days_holding"": ""7"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""150""}"
ir,1.7503796037855053,momentum-research-backtest.ipynb,2026-05-12T14:31:38.350007,"{""days_holding"": ""7"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""150""}"
fees,14.813393018845884,momentum-research-backtest.ipynb,2026-05-12T14:31:38.350007,"{""days_holding"": ""7"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""150""}"
sortino,4.427883735709184,momentum-research-backtest.ipynb,2026-05-12T14:31:38.350007,"{""days_holding"": ""7"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""150""}"
