name,data,notebook,ts,parameters
mae,-0.10881396358689326,momentum-research-backtest.ipynb,2026-05-12T14:38:36.229732,"{""days_holding"": ""14"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""3""}"
cagr,0.7534968761699398,momentum-research-backtest.ipynb,2026-05-12T14:38:36.229732,"{""days_holding"": ""14"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""3""}"
ann_return,0.3962063431565684,momentum-research-backtest.ipynb,2026-05-12T14:38:36.229732,"{""days_holding"": ""14"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""3""}"
ann_std,0.340949697310315,momentum-research-backtest.ipynb,2026-05-12T14:38:36.229732,"{""days_holding"": ""14"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""3""}"
sharpe,1.1993117696856577,momentum-research-backtest.ipynb,2026-05-12T14:38:36.229732,"{""days_holding"": ""14"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""3""}"
ir,0.15305545431457482,momentum-research-backtest.ipynb,2026-05-12T14:38:36.229732,"{""days_holding"": ""14"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""3""}"
sortino,2.1287140351096747,momentum-research-backtest.ipynb,2026-05-12T14:38:36.229732,"{""days_holding"": ""14"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""3""}"
fees,0.10146480676337566,momentum-research-backtest.ipynb,2026-05-12T14:38:36.229732,"{""days_holding"": ""14"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""3""}"
maxdd,-0.3407884903736266,momentum-research-backtest.ipynb,2026-05-12T14:38:36.229732,"{""days_holding"": ""14"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""3""}"
mae_std,0.11815412022496281,momentum-research-backtest.ipynb,2026-05-12T14:38:36.229732,"{""days_holding"": ""14"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""3""}"
win_rate,0.5790764053482237,momentum-research-backtest.ipynb,2026-05-12T14:38:36.229732,"{""days_holding"": ""14"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""3""}"
mfe_std,1.5713305971634721,momentum-research-backtest.ipynb,2026-05-12T14:38:36.229732,"{""days_holding"": ""14"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""3""}"
mfe,0.4640183571556288,momentum-research-backtest.ipynb,2026-05-12T14:38:36.229732,"{""days_holding"": ""14"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""3""}"
