name,data,notebook,ts,parameters
cagr,0.8155790308494584,momentum-research-backtest.ipynb,2026-05-12T14:19:33.893846,"{""days_holding"": ""7"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""3""}"
ann_return,0.42390864984167503,momentum-research-backtest.ipynb,2026-05-12T14:19:33.893846,"{""days_holding"": ""7"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""3""}"
mfe,0.3527004834797849,momentum-research-backtest.ipynb,2026-05-12T14:19:33.893846,"{""days_holding"": ""7"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""3""}"
ann_std,0.34730975462670843,momentum-research-backtest.ipynb,2026-05-12T14:19:33.893846,"{""days_holding"": ""7"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""3""}"
maxdd,-0.35402498682800254,momentum-research-backtest.ipynb,2026-05-12T14:19:33.893846,"{""days_holding"": ""7"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""3""}"
fees,0.1581421099644674,momentum-research-backtest.ipynb,2026-05-12T14:19:33.893846,"{""days_holding"": ""7"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""3""}"
sortino,2.180613421745362,momentum-research-backtest.ipynb,2026-05-12T14:19:33.893846,"{""days_holding"": ""7"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""3""}"
mae,-0.0950931447840401,momentum-research-backtest.ipynb,2026-05-12T14:19:33.893846,"{""days_holding"": ""7"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""3""}"
win_rate,0.6033785733180101,momentum-research-backtest.ipynb,2026-05-12T14:19:33.893846,"{""days_holding"": ""7"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""3""}"
mae_std,0.1122960703471257,momentum-research-backtest.ipynb,2026-05-12T14:19:33.893846,"{""days_holding"": ""7"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""3""}"
ir,0.1967356159578579,momentum-research-backtest.ipynb,2026-05-12T14:19:33.893846,"{""days_holding"": ""7"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""3""}"
sharpe,1.256129580534288,momentum-research-backtest.ipynb,2026-05-12T14:19:33.893846,"{""days_holding"": ""7"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""3""}"
mfe_std,1.1253738824877857,momentum-research-backtest.ipynb,2026-05-12T14:19:33.893846,"{""days_holding"": ""7"", ""top_percentile"": ""0.5"", ""bottom_percentile"": ""None"", ""days_momentum"": ""3""}"
