name,data,notebook,ts,parameters
win_rate,0.6356387594881009,momentum-research-backtest.ipynb,2026-05-12T13:55:26.463436,"{""days_holding"": ""1"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""0.05"", ""days_momentum"": ""50""}"
mfe,0.31212812591704153,momentum-research-backtest.ipynb,2026-05-12T13:55:26.463436,"{""days_holding"": ""1"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""0.05"", ""days_momentum"": ""50""}"
mae_std,0.735876503965805,momentum-research-backtest.ipynb,2026-05-12T13:55:26.463436,"{""days_holding"": ""1"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""0.05"", ""days_momentum"": ""50""}"
cagr,1.204857629692393,momentum-research-backtest.ipynb,2026-05-12T13:55:26.463436,"{""days_holding"": ""1"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""0.05"", ""days_momentum"": ""50""}"
ann_std,0.5217019785635013,momentum-research-backtest.ipynb,2026-05-12T13:55:26.463436,"{""days_holding"": ""1"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""0.05"", ""days_momentum"": ""50""}"
sortino,2.195538620727879,momentum-research-backtest.ipynb,2026-05-12T13:55:26.463436,"{""days_holding"": ""1"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""0.05"", ""days_momentum"": ""50""}"
ir,0.1631352610244905,momentum-research-backtest.ipynb,2026-05-12T13:55:26.463436,"{""days_holding"": ""1"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""0.05"", ""days_momentum"": ""50""}"
sharpe,1.0253865412099046,momentum-research-backtest.ipynb,2026-05-12T13:55:26.463436,"{""days_holding"": ""1"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""0.05"", ""days_momentum"": ""50""}"
mae,-0.2694038042513289,momentum-research-backtest.ipynb,2026-05-12T13:55:26.463436,"{""days_holding"": ""1"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""0.05"", ""days_momentum"": ""50""}"
mfe_std,0.7731748264163221,momentum-research-backtest.ipynb,2026-05-12T13:55:26.463436,"{""days_holding"": ""1"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""0.05"", ""days_momentum"": ""50""}"
fees,0.3799264494941452,momentum-research-backtest.ipynb,2026-05-12T13:55:26.463436,"{""days_holding"": ""1"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""0.05"", ""days_momentum"": ""50""}"
maxdd,-0.4034569473040924,momentum-research-backtest.ipynb,2026-05-12T13:55:26.463436,"{""days_holding"": ""1"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""0.05"", ""days_momentum"": ""50""}"
ann_return,0.4121846724664755,momentum-research-backtest.ipynb,2026-05-12T13:55:26.463436,"{""days_holding"": ""1"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""0.05"", ""days_momentum"": ""50""}"
