name,data,notebook,ts,parameters
ann_std,0.8657144657889124,momentum-research-backtest.ipynb,2026-05-12T14:31:38.939449,"{""days_holding"": ""7"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""220""}"
fees,14.813393018845899,momentum-research-backtest.ipynb,2026-05-12T14:31:38.939449,"{""days_holding"": ""7"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""220""}"
sortino,4.427883735709184,momentum-research-backtest.ipynb,2026-05-12T14:31:38.939449,"{""days_holding"": ""7"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""220""}"
sharpe,2.184605410123987,momentum-research-backtest.ipynb,2026-05-12T14:31:38.939449,"{""days_holding"": ""7"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""220""}"
win_rate,0.6445925296460722,momentum-research-backtest.ipynb,2026-05-12T14:31:38.939449,"{""days_holding"": ""7"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""220""}"
mae,-0.14683404137587008,momentum-research-backtest.ipynb,2026-05-12T14:31:38.939449,"{""days_holding"": ""7"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""220""}"
maxdd,-0.47353883682928954,momentum-research-backtest.ipynb,2026-05-12T14:31:38.939449,"{""days_holding"": ""7"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""220""}"
mfe_std,2.0119936987583706,momentum-research-backtest.ipynb,2026-05-12T14:31:38.939449,"{""days_holding"": ""7"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""220""}"
mfe,0.7180086266955172,momentum-research-backtest.ipynb,2026-05-12T14:31:38.939449,"{""days_holding"": ""7"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""220""}"
mae_std,0.15634159544718537,momentum-research-backtest.ipynb,2026-05-12T14:31:38.939449,"{""days_holding"": ""7"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""220""}"
ann_return,1.88987306858728,momentum-research-backtest.ipynb,2026-05-12T14:31:38.939449,"{""days_holding"": ""7"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""220""}"
cagr,9.146346494879346,momentum-research-backtest.ipynb,2026-05-12T14:31:38.939449,"{""days_holding"": ""7"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""220""}"
ir,1.7503796037855057,momentum-research-backtest.ipynb,2026-05-12T14:31:38.939449,"{""days_holding"": ""7"", ""top_percentile"": ""0.95"", ""bottom_percentile"": ""None"", ""days_momentum"": ""220""}"
