name,data,notebook,ts,parameters
win_rate,0.6569328541086248,momentum-research-backtest.ipynb,2026-05-12T14:09:46.054924,"{""days_holding"": ""3"", ""top_percentile"": ""0.9"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
ann_std,0.5622469415684315,momentum-research-backtest.ipynb,2026-05-12T14:09:46.054924,"{""days_holding"": ""3"", ""top_percentile"": ""0.9"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
cagr,6.420327930374894,momentum-research-backtest.ipynb,2026-05-12T14:09:46.054924,"{""days_holding"": ""3"", ""top_percentile"": ""0.9"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
fees,2.0710481665560843,momentum-research-backtest.ipynb,2026-05-12T14:09:46.054924,"{""days_holding"": ""3"", ""top_percentile"": ""0.9"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
sortino,4.4901423156100755,momentum-research-backtest.ipynb,2026-05-12T14:09:46.054924,"{""days_holding"": ""3"", ""top_percentile"": ""0.9"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
mfe,0.42863367029572685,momentum-research-backtest.ipynb,2026-05-12T14:09:46.054924,"{""days_holding"": ""3"", ""top_percentile"": ""0.9"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
mfe_std,1.1893578121094779,momentum-research-backtest.ipynb,2026-05-12T14:09:46.054924,"{""days_holding"": ""3"", ""top_percentile"": ""0.9"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
sharpe,2.24517812046493,momentum-research-backtest.ipynb,2026-05-12T14:09:46.054924,"{""days_holding"": ""3"", ""top_percentile"": ""0.9"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
ann_return,1.285501814803288,momentum-research-backtest.ipynb,2026-05-12T14:09:46.054924,"{""days_holding"": ""3"", ""top_percentile"": ""0.9"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
maxdd,-0.46205130224472163,momentum-research-backtest.ipynb,2026-05-12T14:09:46.054924,"{""days_holding"": ""3"", ""top_percentile"": ""0.9"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
ir,1.5006448840252755,momentum-research-backtest.ipynb,2026-05-12T14:09:46.054924,"{""days_holding"": ""3"", ""top_percentile"": ""0.9"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
mae,-0.10844663762962797,momentum-research-backtest.ipynb,2026-05-12T14:09:46.054924,"{""days_holding"": ""3"", ""top_percentile"": ""0.9"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
mae_std,0.1453211822616009,momentum-research-backtest.ipynb,2026-05-12T14:09:46.054924,"{""days_holding"": ""3"", ""top_percentile"": ""0.9"", ""bottom_percentile"": ""None"", ""days_momentum"": ""21""}"
