name,data,notebook,ts,parameters
ir,0.6884803110570479,momentum-research-backtest.ipynb,2026-05-12T14:23:50.878264,"{""days_holding"": ""7"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""None"", ""days_momentum"": ""30""}"
sortino,2.855353108578661,momentum-research-backtest.ipynb,2026-05-12T14:23:50.878264,"{""days_holding"": ""7"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""None"", ""days_momentum"": ""30""}"
ann_return,0.6637603284775405,momentum-research-backtest.ipynb,2026-05-12T14:23:50.878264,"{""days_holding"": ""7"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""None"", ""days_momentum"": ""30""}"
cagr,1.4427194766080969,momentum-research-backtest.ipynb,2026-05-12T14:23:50.878264,"{""days_holding"": ""7"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""None"", ""days_momentum"": ""30""}"
sharpe,1.6196589362358818,momentum-research-backtest.ipynb,2026-05-12T14:23:50.878264,"{""days_holding"": ""7"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""None"", ""days_momentum"": ""30""}"
fees,0.4324268743387085,momentum-research-backtest.ipynb,2026-05-12T14:23:50.878264,"{""days_holding"": ""7"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""None"", ""days_momentum"": ""30""}"
mfe_std,1.232376403137565,momentum-research-backtest.ipynb,2026-05-12T14:23:50.878264,"{""days_holding"": ""7"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""None"", ""days_momentum"": ""30""}"
mae,-0.0909704133181398,momentum-research-backtest.ipynb,2026-05-12T14:23:50.878264,"{""days_holding"": ""7"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""None"", ""days_momentum"": ""30""}"
mfe,0.3831397258363587,momentum-research-backtest.ipynb,2026-05-12T14:23:50.878264,"{""days_holding"": ""7"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""None"", ""days_momentum"": ""30""}"
ann_std,0.4121788190841279,momentum-research-backtest.ipynb,2026-05-12T14:23:50.878264,"{""days_holding"": ""7"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""None"", ""days_momentum"": ""30""}"
mae_std,0.11503436545686763,momentum-research-backtest.ipynb,2026-05-12T14:23:50.878264,"{""days_holding"": ""7"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""None"", ""days_momentum"": ""30""}"
maxdd,-0.35958675701255693,momentum-research-backtest.ipynb,2026-05-12T14:23:50.878264,"{""days_holding"": ""7"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""None"", ""days_momentum"": ""30""}"
win_rate,0.6170163391211185,momentum-research-backtest.ipynb,2026-05-12T14:23:50.878264,"{""days_holding"": ""7"", ""top_percentile"": ""0.75"", ""bottom_percentile"": ""None"", ""days_momentum"": ""30""}"
